node_id,x_pos,y_pos,z_pos,power_generated,power_consumed,fault_status,imbalance,load_ratio,stress_index,x_norm,y_norm,z_norm
1,3.633097420415025,4.039109146013453,1.4306353132034444,0.7289397065990986,-0.28293731384715726,0,0.7367867503481195,-0.7031045586646137,0.7066323763366685,0.7266658120944445,0.8079564224080571,0.28632098808394385
2,3.330095321730372,0.6999326759526053,4.665800893595923,0.32419302225287916,-0.7486777481634656,0,0.34633161411491137,-0.8042211639090254,0.8027932872935424,0.6660615285787407,0.14000985869552965,0.9337926372486782
3,1.595737013992643,1.0682158098000705,2.037457600535728,1.4826059464161967,-0.5158075310053114,0,1.4967797833734708,-1.1854501572412428,1.1914951036044548,0.31916775108927997,0.21367875757891588,0.407767701510366
4,2.358803008186287,1.4152861830593926,3.1781780968246958,-0.7958387508086416,1.696459531997153,0,-0.8459510340257775,1.839347116030906,-1.832564045931922,0.47179068028368537,0.2831043974825069,0.6360664276851881
5,1.6739863431224056,4.532525012440231,4.710715464667016,1.2034703020394937,1.463589314838999,0,1.1586177457429245,0.13046104432209196,-0.11559418103132908,0.3348186147238227,0.9066560375425038,0.9427816397217446
6,0.3335098502135453,1.209125026818343,2.221431289977967,0.43933647555826916,0.7649786633645363,0,0.4160557455851271,0.14881732292633554,-0.14097736098851615,0.06670622284585963,0.24186529642963525,0.44458737739590015
7,1.280422856518847,2.0156731880889294,3.0196422067865747,-1.0959095685135973,-0.9815479653216197,0,-1.0655820481569571,-0.08869750182175418,0.07448664492514814,0.2561008988165993,0.40320180488302904,0.604337759824445
8,4.631926333807116,0.2252214791156598,4.488619551823781,-0.4538975864471805,0.9978488805226905,1,-0.4833855503806558,0.9728069626458378,-0.9685209404787941,0.926444331496372,0.0450518007653595,0.8983323516133099
9,1.0757244032295032,0.5509897319944251,1.399285817338577,0.5056311910977361,-1.0979830739006968,0,0.5380729756580046,-1.1272722721410104,1.1250067401574293,0.215158597914306,0.11021630675298102,0.28004683942486774
10,0.8266680575444812,0.2447772692213434,4.180634292977444,-1.4273831462109323,1.2307190976808446,1,-1.4630095975371868,2.1526273090271615,-2.153668202528786,0.16534415289625665,0.04896361043426772,0.8366935518337097
11,1.8827185311564767,2.6247386789592557,2.1890483576381654,-0.08055366209334021,-1.447288399637928,0,-0.03715110897127514,-1.0844873468667944,1.0761101593211795,0.3765677140118626,0.5250351986405338,0.4381064013574812
12,0.9404352250902492,2.672134382944804,2.3399591717493444,-0.40853804423596624,-0.5158075310053114,0,-0.39274417946937534,-0.20721413102681444,0.2021285257764644,0.1880990371252863,0.5345159187808822,0.4683090204387289
13,4.0666253926850295,1.8284233418792533,4.537338992361874,1.3535057108919715,-0.28293731384715726,0,1.3608177270065502,-0.9941172085608146,1.0007342586532066,0.8133769347483626,0.36574559600851775,0.9080828437373498
14,1.9262212044018676,0.1205809040723826,0.4892598250674107,-0.5027463242131035,1.5800244234180758,0,-0.5496234752773608,1.4601351304507075,-1.4523884199980133,0.38526880339210007,0.02412019887137927,0.09791828514941574
15,4.560297523970773,0.4686063847615335,1.77337929701869,-0.6039329952996584,0.2992382290482281,0,-0.6123751936005549,0.5603303115723207,-0.5615856013039149,0.912117656143103,0.09373689208750119,0.354916244471169
16,4.0834395876759935,1.1955079696905129,3.187499369980748,0.04156818232146736,-1.0979830739006968,0,0.07440750138107002,-0.8987246246981492,0.8933550443928276,0.8167399881553994,0.2391414312497139,0.6379319458333912
17,2.708531847060989,3.625930291943972,3.769675827452068,1.346527319782554,1.696459531997153,1,1.2945798021098454,0.18821694521750773,-0.171663326851813,0.5417409076807534,0.7253068834427324,0.7544461524966894
18,1.2367356519445405,2.603644617917128,1.5501146480435684,1.1197296087264828,-1.2144181824797737,0,1.155131539169414,-1.4608932226450602,1.4615875764104618,0.2473629008174986,0.520815683525307,0.31023305071186524
19,1.5776364145180932,2.4364795834713227,2.5802459934319937,1.147643173164153,-0.8651128567425426,0,1.1725625720369677,-1.2584418498361127,1.2610895139976375,0.3155474003817376,0.4873771062796644,0.5163989561286799
20,0.2421967474072878,0.8965222431548675,1.4610966133060814,-0.987744506317625,0.06636801189007396,0,-0.9888855035397198,0.6967434433963869,-0.70256820703769,0.048442437891259474,0.17933432299138977,0.2924173771938835
21,2.084302233751354,2.349260476292196,4.958802907437036,-0.35620011091533443,0.18280312046915104,1,-0.36136832030777827,0.2810283054789513,-0.2813015876076379,0.41688702505703074,0.4699303784853377,0.99243275701877
22,3.447042758858641,4.622843642578535,2.58570629400056,0.8440831599044886,1.1142839891017675,1,0.8099970883918459,0.12550470945158143,-0.11388345818803373,0.6894525072779768,0.9247227732125127,0.5174917563969234
23,2.7750148239265915,1.1252525186786522,3.734601812309966,0.12530887563447826,-0.7486777481634656,0,0.14761783942479653,-0.6984134943753171,0.6956942906464888,0.5550383508219782,0.2250879999602346,0.7474265951162197
24,1.6524727245609616,1.4606503918936753,4.06220653474964,-0.7958387508086416,-1.0979830739006968,1,-0.7622820762615187,-0.39988564359366546,0.3877410195745338,0.3305156166772534,0.2921787508981095,0.8129919470715399
